id,author_id
1141,938497029298323457
1142,938496383383896065
1143,938488406899937282
1144,938486982589722624
1145,938484648098836483
1146,938484304509796353
1147,938482164047413250
1148,938472424307412994
1149,938465773751816192
1150,938465550224838656
1151,938463231152197632
1152,938463128219783169
1153,938462178553810944
1154,938460586874228738
1155,938455276780507143
1156,938450766100131840
1157,938443608595845120
1158,938440359528599557
1159,938412111826432006
1160,938409299839279106
1161,938408339935055872
1162,938406794656960512
1163,938376290570260485
1164,938376110328434689
1165,938372557815853056
1166,938364763750453248
1167,938363746115825665
1168,938352634171482112
1169,938350592442994689
1170,938143844922744837
1171,938136301366325248
1172,938135132581646336
1173,938134938133651457
1174,938111382339375105
1175,938089989862297600
1176,938089882362286083
1177,938087977636515840
1178,938085703619137536
1179,938084077072277504
1180,938077632326926336
1181,938077582859304960
1182,938077375601967109
1183,938071272357093377
1184,938064025690296327
1185,938056892550664192
1186,938045094862696448
1187,938017783471894529
1188,938017140157894657
1189,938015360242110464
1190,938011557807689729
1191,938011499091677184
1192,938009747785158656
1193,938009483447586817
1194,938008751663190016
1195,938007491127934977
1196,938007403903242240
1197,937990552896901120
1198,937979087183929344
1199,937978751501119488
1200,937826649105682433
1201,937822847954714624
1202,937807198859792384
1203,937789792368185345
1204,937789506689871874
1205,937769096019693568
1206,937768670813618176
1207,937760837934215169
1208,937760804526608384
1209,937760758208847872
1210,937746186445959169
1211,937746152870555649
1212,937745241922265088
1213,937740817275465728
1214,937740450814939137
1215,937739909854650368
1216,937739761204199425
1217,937739160026337281
1218,937737818591424512
1219,937736107898400768
1220,937723389745262593
1221,937722928250187778
1222,937692530531061761
1223,937691635554701312
1224,937691607603859456
1225,937690732500054016
1226,937689414276435968
1227,937686699366338560
1228,937685853593366528
1229,937685410813276161
1230,937685286036885504
1231,937682406949183488
1232,937680661812523008
1233,937680371726069760
1234,937679512489340932
1235,937679120380678144
1236,937675302041419776
1237,937674143360802816
1238,937665150072623104
1239,937663960639201280
1240,937663864853934080
1241,937663373155667968
1242,937663245476925440
1243,937662877481230338
1244,937662683050135552
1245,937662187950223361
1246,937656748005056512
1247,937656127990444033
1248,937643022296084480
1249,937639403459145729
1250,937623907208704000
1251,937619238902292480
1252,937618893547491328
1253,937617744719171585
1254,937616767626727425
1255,937613056359706624
1256,937599390780477440
1257,937455451515518976
1258,937418212051968006
1259,937364445055119360
1260,937361592760569857
1261,937356113950969858
1262,937319636223356929
1263,937309641914150913
1264,937305197860278274
1265,937297109178617856
1266,937293379435626497
1267,937293032919052289
1268,937292529560670208
1269,937292383296815105
1270,937292069793681410
1271,937284332749754383
1272,937283772877365249
1273,937283493993832448
1274,937283196802289664
1275,937283017348911105
1276,937282923396521985
1277,937276947947810816
1278,937129874950672385
1279,937118517664600064
1280,937115796215607298
1281,937115237517611013
1282,937110301018939392
1283,937101534181158912
1284,937093630417915904
1285,937093598255960066
1286,937093386321977345
1287,937030979956412417
1288,937030408130179077
1289,937014374736285698
1290,936975210498220032
1291,936919547939975173
1292,936918279746068480
1293,936917989135327233
1294,936908022881820673
1295,936896117983162368
1296,936759100473561088
1297,936754407693275136
1298,936752868878675968
1299,936747055510380544
1300,936746827566764032
1301,936746560750325760
1302,936746440226934785
1303,936716945034039302
1304,936694728787136514
1305,936694324523421697
1306,936656303803502592
1307,936652614934163456
1308,936644984471777280
1309,936644431964450817
1310,936637455406641153
1311,936635039420436482
1312,936633773789274113
1313,936629929596375040
1314,936629831038570496
1315,936629500250611712
1316,936627563971137536
1317,936627258332246017
1318,936627159661244416
1319,936624662653624320
1320,936624641954713602
1321,936615191919415296
1322,936615068317442053
1323,936614942291189763
1324,936610226786197504
1325,936601108184817664
1326,936600940454572032
1327,936592711020400646
1328,936583707384799232
1329,936582661417644032
1330,936580825751146496
1331,936580219976208384
1332,936578724794982401
1333,936578185654886400
1334,936571778519961600
1335,936571283319476224
1336,936570512918097920
1337,936570187066826752
1338,936570028966731779
1339,936569166143938561
1340,936568887679832064
1341,936568501828976641
1342,936568257468809217
1343,936568088438419458
1344,936567903050223617
1345,936567707276849152
1346,936567494994792448
1347,936567182728851456
1348,936566870974623745
1349,936563479359696896
1350,936554046198075392
1351,936551037942542336
1352,936550843016499201
1353,936547927459328001
1354,936546928489361408
1355,936546572984373249
1356,936545918282760192
1357,936544388641185792
1358,936544183208370178
1359,936541794908753925
1360,936537829785694208
1361,936537736483344387
1362,936535911831138304
1363,936534645763649536
1364,936530715465969664
1365,936523251135799296
1366,936519576753442816
1367,936387015540662273
1368,936386937182736384
1369,936378655005175810
1370,936378614131683328
1371,936347504580456452
1372,936346617631952896
1373,936311362095022080
1374,936299061451395075
1375,936293356858150913
1376,936292864325242880
1377,936282629376282624
1378,936280540235354113
1379,936277108862734336
1380,936271652156997632
1381,936259880167596033
1382,936243489448349696
1383,936226066590519298
1384,936225281240641539
1385,936223727452377090
1386,936223656514084865
1387,936223350573228032
1388,936223159401009152
1389,936183965018402818
1390,936181289438326785
1391,936171524381437952
1392,936169629835243520
1393,936169070638100480
1394,936168480306540544
1395,936168410005889025
1396,936167984845946881
1397,936162923990405120
1398,936162474918891520
1399,936028630160936962
1400,936007745328893953
1401,936007711254372357
1402,935997327394959364
1403,935994570403471360
1404,935993583173296135
1405,935992223312891904
1406,935979202964262913
1407,935962815776657409
1408,935945043088740352
1409,935901315577892865
1410,935900089784127488
1411,935898943875031041
1412,935898584322641921
1413,935891214863421440
1414,935890069831012358
1415,935889798526619648
1416,935884398951530496
1417,935857064278097920
1418,935855933288263684
1419,935854901753769984
1420,935854364819968001
1421,935853962460311552
1422,935847940152799234
1423,935847757381816321
1424,935845163670351872
1425,935845036230631424
1426,935844231222087681
1427,935843750148034566
1428,935843572410183680
1429,935822168100888576
1430,935821238957756417
1431,935816807478431744
1432,935814241994657793
1433,935807376762003456
1434,935807219358224384
1435,935803401052590080
1436,935795315344592897
1437,935610941785468930
1438,935610924110635009
1439,935574068404858880
1440,935566096739991552
1441,935563506103005184
1442,935558525224448006
1443,935556161981558784
1444,935555260353048576
1445,935542381792948224
1446,935539560250998784
1447,935539123896700928
1448,935537075708989440
1449,935531182946770944
1450,935522873023893507
1451,935520636830732288
1452,935513584318197760
1453,935499689717387264
1454,935494560813379585
1455,935491417413124096
1456,935490579609325568
1457,935490543185997826
1458,935485974758543361
1459,935485804046110720
1460,935485497488674818
1461,935484487743557632
1462,935484045361844229
1463,935483873533808640
1464,935483499330535426
1465,935482432891088901
1466,935480148618547205
1467,935475632791801857
1468,935475336984367104
1469,935474816798388224
1470,935454968101986304
1471,935447387405012993
1472,935446769294626822
1473,935446353806790656
1474,935445943486504960
1475,935444533420199942
1476,935444236731846657
1477,935444154271887361
1478,935443381647536128
1479,935265410307493889
1480,935260035382497280
1481,935221407621025792
1482,935220901657960448
1483,935208400295727104
1484,935207345537372162
1485,935205226143010816
1486,935179008878182400
1487,935175085119496192
1488,935169591390687232
1489,935169495563427840
1490,935169237106200578
1491,935148967456919552
1492,935140743697616896
1493,935140647161475072
1494,935139111152836608
1495,935131688556007424
1496,935131564496818177
